-PEND] has_pending: sensor=Notused3, src=CAN_DEV, pending_count=0, result=FALSE 
[00:12:20.543] [MM2-PEND] has_pending: sensor=isDcChargeContactorClose_req, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.543] [MM2-PEND] has_pending: sensor=M2Therm3DegC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.544] [MM2-PEND] has_pending: sensor=VBAT, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.544] [MM2-PEND] has_pending: sensor=Mib2_Cell_7, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.544] [MM2-PEND] has_pending: sensor=SccA_String1Current, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.544] [MM2-PEND] has_pending: sensor=BMS_Status, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.544] [MM2-PEND] has_pending: sensor=UI_HVAC_TempSetPointPassReq, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.544] [MM2-PEND] has_pending: sensor=Mib5_Cell_14, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.544] [MM2-PEND] has_pending: sensor=SccA_String5Voltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.544] [MM2-PEND] has_pending: sensor=crc, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.544] [MM2-PEND] has_pending: sensor=PcbTempRaw, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.544] [MM2-PEND] has_pending: sensor=SolarNeg, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.544] [MM2-PEND] has_pending: sensor=HVAC_KeepClimateOnStatus, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.545] [MM2-PEND] has_pending: sensor=IPS_DCDCSwVersion, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.545] [MM2-PEND] has_pending: sensor=SccA_PwmDutyCycle, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.545] [MM2-PEND] has_pending: sensor=Mib5_Cell_7, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.877] [MM2-PEND] has_pending: sensor=SccA_MidBusVoltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.877] [MM2-PEND] has_pending: sensor=CHRGPOS_CHRGNEG, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.877] [MM2-PEND] has_pending: sensor=Open_Precharge_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.878] [MM2-PEND] has_pending: sensor=MinThermDegC_Mib, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.878] [MM2-PEND] has_pending: sensor=Mib0_Cell_7, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.878] [MM2-PEND] has_pending: sensor=Open_DCFC_N_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.878] [MM2-PEND] has_pending: sensor=BATPOS_5V, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.878] [MM2-PEND] has_pending: sensor=SIM100_electrical_isolation, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.878] [MM2-PEND] has_pending: sensor=UI_HVAC_KeepClimateOnReq, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.878] [MM2-PEND] has_pending: sensor=edmHvLlimDerEndThr_volt, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.879] [MM2-PEND] has_pending: sensor=SccA_String7OverVoltageFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.879] [MM2-PEND] has_pending: sensor=is_HVIL_3_Closed, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.879] [MM2-PEND] has_pending: sensor=M4Therm1DegC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.879] [MM2-PEND] has_pending: sensor=HallCurrentSense, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.879] [MM2-PEND] has_pending: sensor=Mib2_Cell_10, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.879] [MM2-PEND] has_pending: sensor=Mib4_Cell_15, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.879] [MM2-PEND] has_pending: sensor=is_Can0WakeSrcFlag, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.880] [MM2-PEND] has_pending: sensor=HVIL_1_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.880] [MM2-PEND] has_pending: sensor=PackOC_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.880] [MM2-PEND] has_pending: sensor=Mib1_Cell_10, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.880] [MM2-PEND] has_pending: sensor=is_BmsReadyForSolar, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.880] [MM2-PEND] has_pending: sensor=counter, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.880] [MM2-PEND] has_pending: sensor=Err_Under_Voltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.880] [MM2-PEND] has_pending: sensor=is_AC_Charge_1_Drive_On, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.881] [MM2-PEND] has_pending: sensor=Hvsense_5V_BATNEG_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.881] [MM2-PEND] has_pending: sensor=SccA_bmsVbattOut, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.881] [MM2-PEND] has_pending: sensor=SccA_ChrgCtrlPrechargeTimer, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.881] [MM2-PEND] has_pending: sensor=CutloopSense12V, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.881] [MM2-PEND] has_pending: sensor=ACP_Commande, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.882] [MM2-PEND] has_pending: sensor=Mib3_Cell_12, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.882] [MM2-PEND] has_pending: sensor=SIM100_Vn_un, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.882] [MM2-PEND] has_pending: sensor=Hvsense_CHRGPOS_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.882] [MM2-PEND] has_pending: sensor=motWndUlimDerEndThr_degC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.884] [MM2-PEND] has_pending: sensor=SccA_OutputOverCurrentFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:20.884] [MM2-PEND] has_pending: sensor=Mib3_Cell_7, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.216] [MM2-PEND] has_pending: sensor=Mib5_Cell_6, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.216] [MM2-PEND] has_pending: sensor=ewpReq_rotspd, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.216] [MM2-PEND] has_pending: sensor=HV_PTC_CurrSens_Flt, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.216] [MM2-PEND] has_pending: sensor=IPS_DCDCState5, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.216] [MM2-PEND] has_pending: sensor=IPS_DCDCHwErr, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.216] [MM2-PEND] has_pending: sensor=SccA_ScState, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.217] [MM2-PEND] has_pending: sensor=ewpMax_rotspd, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.217] [MM2-PEND] has_pending: sensor=SccA_String6Voltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.217] [MM2-PEND] has_pending: sensor=SccA_isString2Enabled, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.217] [MM2-PEND] has_pending: sensor=SccA_OutputOverVoltageFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.217] [MM2-PEND] has_pending: sensor=app_pct, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.217] [MM2-PEND] has_pending: sensor=UI_HighBeamReq, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.217] [MM2-PEND] has_pending: sensor=M0Therm1DegC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.217] [MM2-PEND] has_pending: sensor=HVIL_OBC_AC_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.217] [MM2-PEND] has_pending: sensor=Hvsense_MAINPOS_MAINNEG_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.217] [MM2-PEND] has_pending: sensor=is_DCFC_P_Closed, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.217] [MM2-PEND] has_pending: sensor=IPS_OBCFlowReq, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.218] [MM2-PEND] has_pending: sensor=Mib2_Cell_2, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.218] [MM2-PEND] has_pending: sensor=Notused4, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.218] [MM2-PEND] has_pending: sensor=SccA_String7Current, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.218] [MM2-PEND] has_pending: sensor=OBC_Cmd, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.218] [MM2-PEND] has_pending: sensor=SccA_String7Voltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.218] [MM2-PEND] has_pending: sensor=edmSnkLim_pwrKw, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.218] [MM2-PEND] has_pending: sensor=Mib5_Cell_3, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.218] [MM2-PEND] has_pending: sensor=IPS_OBCState7, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.218] [MM2-PEND] has_pending: sensor=Mib2_Cell_15, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.218] [MM2-PEND] has_pending: sensor=SccA_String6OverVoltageFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.219] [MM2-PEND] has_pending: sensor=Close_AC2_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.219] [MM2-PEND] has_pending: sensor=SccA_String4Current, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.219] [MM2-PEND] has_pending: sensor=LvSSR2, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.219] [MM2-PEND] has_pending: sensor=HVIL_CAB_HTR_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.219] [MM2-PEND] has_pending: sensor=Mib2_Cell_2, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.219] [MM2-PEND] has_pending: sensor=UI_HVAC_RecircReq, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.219] [MM2-PEND] has_pending: sensor=RadBypassMoveEnable, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.219] [MM2-PEND] has_pending: sensor=is_BmsReadyForSolar, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.219] [MM2-PEND] has_pending: sensor=Close_AC1_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.552] [MM2-PEND] has_pending: sensor=invClntUlimDerStrtThr_degC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.552] [MM2-PEND] has_pending: sensor=Mib0_Cell_14, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.552] [MM2-PEND] has_pending: sensor=SIM100_HighBattery_Voltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.552] [MM2-PEND] has_pending: sensor=Notused3, src=CAN_DEV, pending_count=0, result=FALSE: sensor=HVIL_OBC_DC_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.553] [Mpending: sensor=IPS_OBCChgPwrMFALSE
[00:12:21.553] [MM2-PEND] has_pending: sensor=SIM100_Low_Battery_Voltage, src=CAN_DEV, pending_count=0, result=F3] [MM2-PEND] has_pending: sensor=Mib1_Cell_7, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.553] [MM2-PEND] has_pending: sensor=AGM_LvVBatt, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.553]-PEND] has_pending: sensor=Hvsense_MAINNEG_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.553] [MM2-PEND]pending: sensor=HVAC_UseModeledDuctTempStatus, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.553] [MM2-PEND] has_pending: sensor=SccA_isString4Enabled, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.553] [MM2-PEND] has_pending: sensor=SccA_String1En, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.553] [MM2-PEND] has_pending: sensor=SIM100_Low_Battery_Voltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.553] [MM2-PEND] has_pending: sensor=SIG_IS_BMS_READY_OUT, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.553] [MM2-PEND] has_pending: sensor=SccA_SwVerMajor, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.554] [MM2-PEND] has_pending: sensor=counter, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.554] [MM2-PEND] has_pending: sensor=PcbTemp, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.554] [MM2-PEND] has_pending: sensor=M0Therm1DegC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.554] [MM2-PEND] has_pending: sensor=SccA_String5Voltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.554] [MM2-PEND] has_pending: sensor=MainPos, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.554] [MM2-PEND] has_pending: sensor=is_AC_Charge_2_Drive_On, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.554] [MM2-PEND] has_pending: sensor=Hvsense_CHRGPOS_CHRGNEG_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.554] [MM2-PEND] has_pending: sensor=SolarPos, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.554] [MM2-PEND] has_pending: sensor=SccA_HvilFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.554] [MM2-PEND] has_pending: sensor=SccA_String3Current, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.555] [MM2-PEND] has_pending: sensor=SccA_String6Voltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.555] [MM2-PEND] has_pending: sensor=Mib4_Cell_0, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.555] [MM2-PEND] has_pending: sensor=HV_PTC_HV_DC_curr, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.555] [MM2-PEND] has_pending: sensor=is_AC_Charge_1_Drive_On, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.556] [MM2-PEND] has_pending: sensor=brakePedal_st, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.558] [MM2-PEND] has_pending: sensor=UI_TurnIndicatorReq, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.558] [MM2-PEND] has_pending: sensor=counter, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.558] [MM2-PEND] has_pending: sensor=Open_AC1_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.558] [MM2-PEND] has_pending: sensor=IsolationCapHi_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.558] [MM2-PEND] has_pending: sensor=Mib0_Cell_5, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.891] [MM2-PEND] has_pending: sensor=IGBT_Status, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.891] [MM2-PEND] has_pending: sensor=Mib3_Cell_13, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.891] [MM2-PEND] has_pending: sensor=SIM100_Vp_un, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.891] [MM2-PEND] has_pending: sensor=CurrentDrop_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.891] [MM2-PEND] has_pending: sensor=Precharge, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.891] [MM2-PEND] has_pending: sensor=ThermOT_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.891] [MM2-PEND] has_pending: sensor=VCU_IPS_OBCChACCurrLim, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.892] [MM2-PEND] has_pending: sensor=RadBypassFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.892] [MM2-PEND] has_pending: sensor=Hvsense_CHRGNEG_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.892] [MM2-PEND] has_pending: sensor=Mib5_Cell_12, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.892] [MM2-PEND] has_pending: sensor=Hvsense_5V_BATPOS_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.892] [MM2-PEND] has_pending: sensor=SccA_String2Voltage, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.892] [MM2-PEND] has_pending: sensor=UI_CourtesyLightingReq, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.892] [MM2-PEND] has_pending: sensor=SIM100_Vp_un, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.892] [MM2-PEND] has_pending: sensor=is_Can1WakeSrcFlag, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.893] [MM2-PEND] has_pending: sensor=SIM100_Err_Vx1, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.893] [MM2-PEND] has_pending: sensor=Mib4_Cell_2, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.894] [MM2-PEND] has_pending: sensor=SccA_String7OverCurrentFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.894] [MM2-PEND] has_pending: sensor=AGM_LvSSR1, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.894] [MM2-PEND] has_pending: sensor=Mib0_Cell_2, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.894] [MM2-PEND] has_pending: sensor=is_PCHG_Closed, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.894] [MM2-PEND] has_pending: sensor=Open_AC1_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.895] [MM2-PEND] has_pending: sensor=UI_DrvDoorOpenReq, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.895] [MM2-PEND] has_pending: sensor=Mib2_Cell_6, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.895] [MM2-PEND] has_pending: sensor=M0Therm2DegC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.896] [MM2-PEND] has_pending: sensor=IPS_DCDCModeSt, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.896] [MM2-PEND] has_pending: sensor=MaxThermDegC_ID, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.897] [MM2-PEND] has_pending: sensor=IPS_HVDCHVilSt, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.897] [MM2-PEND] has_pending: sensor=is_HVIL_1_Closed, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.897] [MM2-PEND] has_pending: sensor=Mib5_Cell_4, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.897] [MM2-PEND] has_pending: sensor=DiagReq_ACM, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.897] [MM2-PEND] has_pending: sensor=Temp_Main_P, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.897] [MM2-PEND] has_pending: sensor=Mib0_Cell_4, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.899] [MM2-PEND] has_pending: sensor=CrashSensor_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.899] [MM2-PEND] has_pending: sensor=Notused2, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:21.899] [MM2-PEND] has_pending: sensor=Mib4_Cell_1, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:22.232] [MM2-PEND] has_pending: sensor=Close_Main_N_Fault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:22.233] [MM2-PEND] has_pending: sensor=CurrShuntComFault, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:22.233] [MM2-PEND] has_pending: sensor=M4Therm0DegC, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:22.233] [MM2-PEND] has_pending: sensor=Temp_Main_N, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:22.233] [MM2-PEND] has_pending: sensor=Mib0_Cell_3, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:22.233] [MM2-PEND] has_pending: sensor=HVAC_TempSetPointDrStatus, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:22.233] [MM2-PEND] has_pending: sensor=PwrtPump_SpdSet, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:22.233] [MM2-PEND] has_pending: sensor=is_Pyrofuse_Drive_On, src=CAN_DEV, pending_count=0, result=FALSE
[00:12:22.233] [MM2-PEND] has_pending: sensor=is_DCFC_P_Closed, src=CAN_DEV, pending_count=0, result=FALSE
IMX_UPLOAD: Ignoring response since timeout waiting for response.
IMX_UPLOAD: Ignoring response since timeout waiting for response.
ms
Memory: 218/2048 sectors (10.6%), Free: 1830, Efficiency: 75%
Summary:
  Total active sensors: 1120
  Total sectors used: 31
  Total pending: 4
  Total records: 190
>[00:12:23.022] [MM2] get_new_sample_count: sensor=Temp_Main_P, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.022] [MM2] get_new_sample_count: sensor=Precharge, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.022] [MM2] get_new_sample_count: sensor=SolarPos, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.022] [MM2] get_new_sample_count: sensor=gnd1, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.022] [MM2] get_new_sample_count: sensor=MainPos, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.022] [MM2] get_new_sample_count: sensor=Inverter, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.023] [MM2] get_new_sample_count: sensor=CHRGPOS_CHRGNEG, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.023] [MM2] get_new_sample_count: sensor=MainNeg, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.023] [MM2] get_new_sample_count: sensor=ChargePos, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.023] [MM2] get_new_sample_count: sensor=Temp_Main_N, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.023] [MM2] get_new_sample_count: sensor=Temp_Precharge, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.023] [MM2] get_new_sample_count: sensor=Temp_DCFC_P, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.023] [MM2] get_new_sample_count: sensor=gnd2, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.023] [MM2] get_new_sample_count: sensor=Temp_spare2, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.023] [MM2] get_new_sample_count: sensor=SolarNeg, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.023] [MM2] get_new_sample_count: sensor=BATPOS_5V, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.024] [MM2] get_new_sample_count: sensor=Temp_DCFC_N, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.024] [MM2] get_new_sample_count: sensor=BATNEG_5V, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.024] [MM2] get_new_sample_count: sensor=VBAT, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.024] [MM2] get_new_sample_count: sensor=OBCAC_CHRGNEG, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.024] [MM2] get_new_sample_count: sensor=ChargeNeg, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.024] [MM2] get_new_sample_count: sensor=OBCAC_CHRGPOS, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.024] [MM2] get_new_sample_count: sensor=SolPos_SolNeg, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.024] [MM2] get_new_sample_count: sensor=Temp_spare1, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.024] [MM2] get_new_sample_count: sensor=vehPwtr_linspd, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.024] [MM2] get_new_sample_count: sensor=brkFluidLvlSw_sts, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.024] [MM2] get_new_sample_count: sensor=PrechargeMain_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.034] [MM2] get_new_sample_count: sensor=HighBeamStatus, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.034] [MM2] get_new_sample_count: sensor=Close_AC1_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.034] [MM2] get_new_sample_count: sensor=CurrShuntProtocolFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.034] [MM2] get_new_sample_count: sensor=mux, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.035] [MM2] get_new_sample_count: sensor=Hvsense_MAINPOS_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.035] [MM2] get_new_sample_count: sensor=ThermUT_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.035] [MM2] get_new_sample_count: sensor=Mib1_Cell_2, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.036] [MM2] get_new_sample_count: sensor=Notused1, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.036] [MM2] get_new_sample_count: sensor=SccA_String7OverVoltageFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.036] [MM2] get_new_sample_count: sensor=Mib3_Cell_10, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.036] [MM2] get_new_sample_count: sensor=IsolationTempHiFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.037] [MM2] get_new_sample_count: sensor=M3Therm1DegC, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.037] [MM2] get_new_sample_count: sensor=SFP203_CC_high, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.370] [MM2] get_new_sample_count: sensor=PyroIgnited_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.370] [MM2] get_new_sample_count: sensor=Mib3_Cell_5, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.371] [MM2] get_new_sample_count: sensor=Mib0_Cell_11, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.371] [MM2] get_new_sample_count: sensor=IPS_OBCUacActL2, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.371] [MM2] get_new_sample_count: sensor=is_Can0PwronFlag, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.371] [MM2] get_new_sample_count: sensor=Mib1_Cell_11, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.371] [MM2] get_new_sample_count: sensor=IsolationComFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.371] [MM2] get_new_sample_count: sensor=Temp_spare2, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.371] [MM2] get_new_sample_count: sensor=crc, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.371] [MM2] get_new_sample_count: sensor=SccA_String3Voltage, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:23.371] [MM2] get_new_sample_count: sensor=SccA_String6Current, src=CAN_DEV, NO RAM CHAIN, disk_available=0
